"","literality","list","rating","language","item","Subject","response"
"8413","irony","4","Relationship","Spanish",25,"S13_4",-1
"8414","irony","4","Relationship","Spanish",25,"S14_4",0
"8415","literal","4","Relationship","Spanish",26,"S01_4",0
"8416","literal","4","Relationship","Spanish",26,"S02_4",-1
"8417","literal","4","Relationship","Spanish",26,"S03_4",-1
"8418","literal","4","Relationship","Spanish",26,"S04_4",0
"8419","literal","4","Relationship","Spanish",26,"S05_4",0
"8420","literal","4","Relationship","Spanish",26,"S06_4",3
"8421","literal","4","Relationship","Spanish",26,"S07_4",0
"8422","literal","4","Relationship","Spanish",26,"S08_4",0
"8423","literal","4","Relationship","Spanish",26,"S09_4",-1
"8424","literal","4","Relationship","Spanish",26,"S10_4",0
"8425","literal","4","Relationship","Spanish",26,"S11_4",0
"8426","literal","4","Relationship","Spanish",26,"S12_4",0
"8427","literal","4","Relationship","Spanish",26,"S13_4",0
"8428","literal","4","Relationship","Spanish",26,"S14_4",0
"8429","irony","4","Relationship","Spanish",27,"S01_4",-1
"8430","irony","4","Relationship","Spanish",27,"S02_4",-1
"8431","irony","4","Relationship","Spanish",27,"S03_4",-2
"8432","irony","4","Relationship","Spanish",27,"S04_4",-2
"8433","irony","4","Relationship","Spanish",27,"S05_4",0
"8434","irony","4","Relationship","Spanish",27,"S06_4",-3
"8435","irony","4","Relationship","Spanish",27,"S07_4",-1
"8436","irony","4","Relationship","Spanish",27,"S08_4",-1
"8437","irony","4","Relationship","Spanish",27,"S09_4",-1
"8438","irony","4","Relationship","Spanish",27,"S10_4",0
"8439","irony","4","Relationship","Spanish",27,"S11_4",0
"8440","irony","4","Relationship","Spanish",27,"S12_4",-1
"8441","irony","4","Relationship","Spanish",27,"S13_4",-2
"8442","irony","4","Relationship","Spanish",27,"S14_4",-1
"8443","literal","4","Relationship","Spanish",28,"S01_4",1
"8444","literal","4","Relationship","Spanish",28,"S02_4",0
"8445","literal","4","Relationship","Spanish",28,"S03_4",0
"8446","literal","4","Relationship","Spanish",28,"S04_4",0
"8447","literal","4","Relationship","Spanish",28,"S05_4",0
"8448","literal","4","Relationship","Spanish",28,"S06_4",0
"8449","literal","4","Relationship","Spanish",28,"S07_4",0
"8450","literal","4","Relationship","Spanish",28,"S08_4",-2
"8451","literal","4","Relationship","Spanish",28,"S09_4",-1
"8452","literal","4","Relationship","Spanish",28,"S10_4",0
"8453","literal","4","Relationship","Spanish",28,"S11_4",-1
"8454","literal","4","Relationship","Spanish",28,"S12_4",0
"8455","literal","4","Relationship","Spanish",28,"S13_4",-1
"8456","literal","4","Relationship","Spanish",28,"S14_4",0
"8457","irony","4","Relationship","Spanish",29,"S01_4",1
"8458","irony","4","Relationship","Spanish",29,"S02_4",0
"8459","irony","4","Relationship","Spanish",29,"S03_4",0
"8460","irony","4","Relationship","Spanish",29,"S04_4",0
"8461","irony","4","Relationship","Spanish",29,"S05_4",0
"8462","irony","4","Relationship","Spanish",29,"S06_4",0
"8463","irony","4","Relationship","Spanish",29,"S07_4",0
"8464","irony","4","Relationship","Spanish",29,"S08_4",0
"8465","irony","4","Relationship","Spanish",29,"S09_4",-2
"8466","irony","4","Relationship","Spanish",29,"S10_4",0
"8467","irony","4","Relationship","Spanish",29,"S11_4",0
"8468","irony","4","Relationship","Spanish",29,"S12_4",0
"8469","irony","4","Relationship","Spanish",29,"S13_4",0
"8470","irony","4","Relationship","Spanish",29,"S14_4",0
"8471","literal","4","Relationship","Spanish",30,"S01_4",0
"8472","literal","4","Relationship","Spanish",30,"S02_4",-1
"8473","literal","4","Relationship","Spanish",30,"S03_4",0
"8474","literal","4","Relationship","Spanish",30,"S04_4",0
"8475","literal","4","Relationship","Spanish",30,"S05_4",0
"8476","literal","4","Relationship","Spanish",30,"S06_4",0
"8477","literal","4","Relationship","Spanish",30,"S07_4",0
"8478","literal","4","Relationship","Spanish",30,"S08_4",0
"8479","literal","4","Relationship","Spanish",30,"S09_4",0
"8480","literal","4","Relationship","Spanish",30,"S10_4",1
"8481","literal","4","Relationship","Spanish",30,"S11_4",2
"8482","literal","4","Relationship","Spanish",30,"S12_4",1
"8483","literal","4","Relationship","Spanish",30,"S13_4",2
"8484","literal","4","Relationship","Spanish",30,"S14_4",0
"8485","irony","4","Relationship","Spanish",31,"S01_4",0
"8486","irony","4","Relationship","Spanish",31,"S02_4",-1
"8487","irony","4","Relationship","Spanish",31,"S03_4",-3
"8488","irony","4","Relationship","Spanish",31,"S04_4",-1
"8489","irony","4","Relationship","Spanish",31,"S05_4",0
"8490","irony","4","Relationship","Spanish",31,"S06_4",-2
"8491","irony","4","Relationship","Spanish",31,"S07_4",0
"8492","irony","4","Relationship","Spanish",31,"S08_4",-1
"8493","irony","4","Relationship","Spanish",31,"S09_4",-1
"8494","irony","4","Relationship","Spanish",31,"S10_4",0
"8495","irony","4","Relationship","Spanish",31,"S11_4",1
"8496","irony","4","Relationship","Spanish",31,"S12_4",-1
"8497","irony","4","Relationship","Spanish",31,"S13_4",0
"8498","irony","4","Relationship","Spanish",31,"S14_4",-1
"8499","literal","4","Relationship","Spanish",32,"S01_4",-2
"8500","literal","4","Relationship","Spanish",32,"S02_4",-1
"8501","literal","4","Relationship","Spanish",32,"S03_4",0
"8502","literal","4","Relationship","Spanish",32,"S04_4",0
"8503","literal","4","Relationship","Spanish",32,"S05_4",-1
"8504","literal","4","Relationship","Spanish",32,"S06_4",-3
"8505","literal","4","Relationship","Spanish",32,"S07_4",-3
"8506","literal","4","Relationship","Spanish",32,"S08_4",-1
"8507","literal","4","Relationship","Spanish",32,"S09_4",-2
"8508","literal","4","Relationship","Spanish",32,"S10_4",0
"8509","literal","4","Relationship","Spanish",32,"S11_4",-1
"8510","literal","4","Relationship","Spanish",32,"S12_4",-1
"8511","literal","4","Relationship","Spanish",32,"S13_4",-2
"8512","literal","4","Relationship","Spanish",32,"S14_4",-1
"8513","irony","4","Valence","English",1,"S01_4",3
"8514","irony","4","Valence","English",1,"S02_4",3
"8515","irony","4","Valence","English",1,"S03_4",2
"8516","irony","4","Valence","English",1,"S04_4",3
"8517","irony","4","Valence","English",1,"S05_4",4
"8518","irony","4","Valence","English",1,"S06_4",1
"8519","irony","4","Valence","English",1,"S07_4",3
"8520","irony","4","Valence","English",1,"S08_4",3
"8521","irony","4","Valence","English",1,"S09_4",2
"8522","irony","4","Valence","English",1,"S10_4",2
"8523","irony","4","Valence","English",1,"S11_4",4
"8524","irony","4","Valence","English",1,"S12_4",3
"8525","irony","4","Valence","English",1,"S13_4",2
"8526","irony","4","Valence","English",1,"S14_4",5
"8527","literal","4","Valence","English",2,"S01_4",2
"8528","literal","4","Valence","English",2,"S02_4",2
"8529","literal","4","Valence","English",2,"S03_4",2
"8530","literal","4","Valence","English",2,"S04_4",2
"8531","literal","4","Valence","English",2,"S05_4",2
"8532","literal","4","Valence","English",2,"S06_4",1
"8533","literal","4","Valence","English",2,"S07_4",2
"8534","literal","4","Valence","English",2,"S08_4",2
"8535","literal","4","Valence","English",2,"S09_4",2
"8536","literal","4","Valence","English",2,"S10_4",1
"8537","literal","4","Valence","English",2,"S11_4",3
"8538","literal","4","Valence","English",2,"S12_4",2
"8539","literal","4","Valence","English",2,"S13_4",1
"8540","literal","4","Valence","English",2,"S14_4",2
"8541","irony","4","Valence","English",3,"S01_4",3
"8542","irony","4","Valence","English",3,"S02_4",2
"8543","irony","4","Valence","English",3,"S03_4",2
"8544","irony","4","Valence","English",3,"S04_4",1
"8545","irony","4","Valence","English",3,"S05_4",3
"8546","irony","4","Valence","English",3,"S06_4",1
"8547","irony","4","Valence","English",3,"S07_4",3
"8548","irony","4","Valence","English",3,"S08_4",6
"8549","irony","4","Valence","English",3,"S09_4",2
"8550","irony","4","Valence","English",3,"S10_4",3
"8551","irony","4","Valence","English",3,"S11_4",1
"8552","irony","4","Valence","English",3,"S12_4",2
"8553","irony","4","Valence","English",3,"S13_4",1
"8554","irony","4","Valence","English",3,"S14_4",3
"8555","literal","4","Valence","English",4,"S01_4",3
"8556","literal","4","Valence","English",4,"S02_4",2
"8557","literal","4","Valence","English",4,"S03_4",2
"8558","literal","4","Valence","English",4,"S04_4",2
"8559","literal","4","Valence","English",4,"S05_4",3
"8560","literal","4","Valence","English",4,"S06_4",3
"8561","literal","4","Valence","English",4,"S07_4",2
"8562","literal","4","Valence","English",4,"S08_4",3
"8563","literal","4","Valence","English",4,"S09_4",3
"8564","literal","4","Valence","English",4,"S10_4",1
"8565","literal","4","Valence","English",4,"S11_4",1
"8566","literal","4","Valence","English",4,"S12_4",3
"8567","literal","4","Valence","English",4,"S13_4",3
"8568","literal","4","Valence","English",4,"S14_4",2
"8569","irony","4","Valence","English",5,"S01_4",5
"8570","irony","4","Valence","English",5,"S02_4",3
"8571","irony","4","Valence","English",5,"S03_4",3
"8572","irony","4","Valence","English",5,"S04_4",3
"8573","irony","4","Valence","English",5,"S05_4",3
"8574","irony","4","Valence","English",5,"S06_4",1
"8575","irony","4","Valence","English",5,"S07_4",3
"8576","irony","4","Valence","English",5,"S08_4",4
"8577","irony","4","Valence","English",5,"S09_4",3
"8578","irony","4","Valence","English",5,"S10_4",3
"8579","irony","4","Valence","English",5,"S11_4",3
"8580","irony","4","Valence","English",5,"S12_4",2
"8581","irony","4","Valence","English",5,"S13_4",2
"8582","irony","4","Valence","English",5,"S14_4",6
"8583","literal","4","Valence","English",6,"S01_4",2
"8584","literal","4","Valence","English",6,"S02_4",2
"8585","literal","4","Valence","English",6,"S03_4",2
"8586","literal","4","Valence","English",6,"S04_4",1
"8587","literal","4","Valence","English",6,"S05_4",2
"8588","literal","4","Valence","English",6,"S06_4",1
"8589","literal","4","Valence","English",6,"S07_4",1
"8590","literal","4","Valence","English",6,"S08_4",2
"8591","literal","4","Valence","English",6,"S09_4",2
"8592","literal","4","Valence","English",6,"S10_4",2
"8593","literal","4","Valence","English",6,"S11_4",6
"8594","literal","4","Valence","English",6,"S12_4",3
"8595","literal","4","Valence","English",6,"S13_4",1
"8596","literal","4","Valence","English",6,"S14_4",3
"8597","irony","4","Valence","English",7,"S01_4",5
"8598","irony","4","Valence","English",7,"S02_4",2
"8599","irony","4","Valence","English",7,"S03_4",3
"8600","irony","4","Valence","English",7,"S04_4",3
"8601","irony","4","Valence","English",7,"S05_4",3
"8602","irony","4","Valence","English",7,"S06_4",1
"8603","irony","4","Valence","English",7,"S07_4",4
"8604","irony","4","Valence","English",7,"S08_4",5
"8605","irony","4","Valence","English",7,"S09_4",2
"8606","irony","4","Valence","English",7,"S10_4",5
"8607","irony","4","Valence","English",7,"S11_4",4
"8608","irony","4","Valence","English",7,"S12_4",5
"8609","irony","4","Valence","English",7,"S13_4",2
"8610","irony","4","Valence","English",7,"S14_4",4
"8611","literal","4","Valence","English",8,"S01_4",4
"8612","literal","4","Valence","English",8,"S02_4",1
"8613","literal","4","Valence","English",8,"S03_4",2
"8614","literal","4","Valence","English",8,"S04_4",1
"8615","literal","4","Valence","English",8,"S05_4",2
"8616","literal","4","Valence","English",8,"S06_4",1
"8617","literal","4","Valence","English",8,"S07_4",2
"8618","literal","4","Valence","English",8,"S08_4",2
"8619","literal","4","Valence","English",8,"S09_4",3
"8620","literal","4","Valence","English",8,"S10_4",1
"8621","literal","4","Valence","English",8,"S11_4",3
"8622","literal","4","Valence","English",8,"S12_4",2
"8623","literal","4","Valence","English",8,"S13_4",1
"8624","literal","4","Valence","English",8,"S14_4",2
"8625","irony","4","Valence","English",9,"S01_4",5
"8626","irony","4","Valence","English",9,"S02_4",4
"8627","irony","4","Valence","English",9,"S03_4",3
"8628","irony","4","Valence","English",9,"S04_4",3
"8629","irony","4","Valence","English",9,"S05_4",5
"8630","irony","4","Valence","English",9,"S06_4",7
"8631","irony","4","Valence","English",9,"S07_4",3
"8632","irony","4","Valence","English",9,"S08_4",3
"8633","irony","4","Valence","English",9,"S09_4",1
"8634","irony","4","Valence","English",9,"S10_4",3
"8635","irony","4","Valence","English",9,"S11_4",6
"8636","irony","4","Valence","English",9,"S12_4",2
"8637","irony","4","Valence","English",9,"S13_4",2
"8638","irony","4","Valence","English",9,"S14_4",5
"8639","literal","4","Valence","English",10,"S01_4",2
"8640","literal","4","Valence","English",10,"S02_4",1
"8641","literal","4","Valence","English",10,"S03_4",2
"8642","literal","4","Valence","English",10,"S04_4",1
"8643","literal","4","Valence","English",10,"S05_4",2
"8644","literal","4","Valence","English",10,"S06_4",1
"8645","literal","4","Valence","English",10,"S07_4",3
"8646","literal","4","Valence","English",10,"S08_4",2
"8647","literal","4","Valence","English",10,"S09_4",1
"8648","literal","4","Valence","English",10,"S10_4",1
"8649","literal","4","Valence","English",10,"S11_4",3
"8650","literal","4","Valence","English",10,"S12_4",2
"8651","literal","4","Valence","English",10,"S13_4",1
"8652","literal","4","Valence","English",10,"S14_4",2
"8653","irony","4","Valence","English",11,"S01_4",5
"8654","irony","4","Valence","English",11,"S02_4",3
"8655","irony","4","Valence","English",11,"S03_4",2
"8656","irony","4","Valence","English",11,"S04_4",4
"8657","irony","4","Valence","English",11,"S05_4",4
"8658","irony","4","Valence","English",11,"S06_4",1
"8659","irony","4","Valence","English",11,"S07_4",2
"8660","irony","4","Valence","English",11,"S08_4",4
"8661","irony","4","Valence","English",11,"S09_4",1
"8662","irony","4","Valence","English",11,"S10_4",5
"8663","irony","4","Valence","English",11,"S11_4",6
"8664","irony","4","Valence","English",11,"S12_4",2
"8665","irony","4","Valence","English",11,"S13_4",4
"8666","irony","4","Valence","English",11,"S14_4",5
"8667","literal","4","Valence","English",12,"S01_4",2
"8668","literal","4","Valence","English",12,"S02_4",1
"8669","literal","4","Valence","English",12,"S03_4",2
"8670","literal","4","Valence","English",12,"S04_4",1
"8671","literal","4","Valence","English",12,"S05_4",2
"8672","literal","4","Valence","English",12,"S06_4",1
"8673","literal","4","Valence","English",12,"S07_4",3
"8674","literal","4","Valence","English",12,"S08_4",2
"8675","literal","4","Valence","English",12,"S09_4",2
"8676","literal","4","Valence","English",12,"S10_4",1
"8677","literal","4","Valence","English",12,"S11_4",2
"8678","literal","4","Valence","English",12,"S12_4",2
"8679","literal","4","Valence","English",12,"S13_4",2
"8680","literal","4","Valence","English",12,"S14_4",2
"8681","irony","4","Valence","English",13,"S01_4",2
"8682","irony","4","Valence","English",13,"S02_4",1
"8683","irony","4","Valence","English",13,"S03_4",2
"8684","irony","4","Valence","English",13,"S04_4",1
"8685","irony","4","Valence","English",13,"S05_4",2
"8686","irony","4","Valence","English",13,"S06_4",1
"8687","irony","4","Valence","English",13,"S07_4",1
"8688","irony","4","Valence","English",13,"S08_4",2
"8689","irony","4","Valence","English",13,"S09_4",1
"8690","irony","4","Valence","English",13,"S10_4",1
"8691","irony","4","Valence","English",13,"S11_4",1
"8692","irony","4","Valence","English",13,"S12_4",2
"8693","irony","4","Valence","English",13,"S13_4",1
"8694","irony","4","Valence","English",13,"S14_4",2
"8695","literal","4","Valence","English",14,"S01_4",1
"8696","literal","4","Valence","English",14,"S02_4",2
"8697","literal","4","Valence","English",14,"S03_4",1
"8698","literal","4","Valence","English",14,"S04_4",2
"8699","literal","4","Valence","English",14,"S05_4",2
"8700","literal","4","Valence","English",14,"S06_4",1
"8701","literal","4","Valence","English",14,"S07_4",1
"8702","literal","4","Valence","English",14,"S08_4",2
"8703","literal","4","Valence","English",14,"S09_4",1
"8704","literal","4","Valence","English",14,"S10_4",1
"8705","literal","4","Valence","English",14,"S11_4",1
"8706","literal","4","Valence","English",14,"S12_4",2
"8707","literal","4","Valence","English",14,"S13_4",1
"8708","literal","4","Valence","English",14,"S14_4",3
"8709","irony","4","Valence","English",15,"S01_4",2
"8710","irony","4","Valence","English",15,"S02_4",2
"8711","irony","4","Valence","English",15,"S03_4",2
"8712","irony","4","Valence","English",15,"S04_4",3
"8713","irony","4","Valence","English",15,"S05_4",3
"8714","irony","4","Valence","English",15,"S06_4",1
"8715","irony","4","Valence","English",15,"S07_4",2
"8716","irony","4","Valence","English",15,"S08_4",3
"8717","irony","4","Valence","English",15,"S09_4",4
"8718","irony","4","Valence","English",15,"S10_4",5
"8719","irony","4","Valence","English",15,"S11_4",3
"8720","irony","4","Valence","English",15,"S12_4",3
"8721","irony","4","Valence","English",15,"S13_4",3
"8722","irony","4","Valence","English",15,"S14_4",4
"8723","literal","4","Valence","English",16,"S01_4",2
"8724","literal","4","Valence","English",16,"S02_4",3
"8725","literal","4","Valence","English",16,"S03_4",2
"8726","literal","4","Valence","English",16,"S04_4",2
"8727","literal","4","Valence","English",16,"S05_4",2
"8728","literal","4","Valence","English",16,"S06_4",1
"8729","literal","4","Valence","English",16,"S07_4",3
"8730","literal","4","Valence","English",16,"S08_4",2
"8731","literal","4","Valence","English",16,"S09_4",2
"8732","literal","4","Valence","English",16,"S10_4",1
"8733","literal","4","Valence","English",16,"S11_4",3
"8734","literal","4","Valence","English",16,"S12_4",3
"8735","literal","4","Valence","English",16,"S13_4",1
"8736","literal","4","Valence","English",16,"S14_4",2
"8737","irony","4","Valence","English",17,"S01_4",3
"8738","irony","4","Valence","English",17,"S02_4",3
"8739","irony","4","Valence","English",17,"S03_4",3
"8740","irony","4","Valence","English",17,"S04_4",3
"8741","irony","4","Valence","English",17,"S05_4",3
"8742","irony","4","Valence","English",17,"S06_4",1
"8743","irony","4","Valence","English",17,"S07_4",4
"8744","irony","4","Valence","English",17,"S08_4",3
"8745","irony","4","Valence","English",17,"S09_4",3
"8746","irony","4","Valence","English",17,"S10_4",4
"8747","irony","4","Valence","English",17,"S11_4",4
"8748","irony","4","Valence","English",17,"S12_4",3
"8749","irony","4","Valence","English",17,"S13_4",2
"8750","irony","4","Valence","English",17,"S14_4",3
"8751","literal","4","Valence","English",18,"S01_4",6
"8752","literal","4","Valence","English",18,"S02_4",4
"8753","literal","4","Valence","English",18,"S03_4",4
"8754","literal","4","Valence","English",18,"S04_4",5
"8755","literal","4","Valence","English",18,"S05_4",4
"8756","literal","4","Valence","English",18,"S06_4",7
"8757","literal","4","Valence","English",18,"S07_4",4
"8758","literal","4","Valence","English",18,"S08_4",4
"8759","literal","4","Valence","English",18,"S09_4",5
"8760","literal","4","Valence","English",18,"S10_4",4
"8761","literal","4","Valence","English",18,"S11_4",4
"8762","literal","4","Valence","English",18,"S12_4",5
"8763","literal","4","Valence","English",18,"S13_4",6
"8764","literal","4","Valence","English",18,"S14_4",3
"8765","irony","4","Valence","English",19,"S01_4",5
"8766","irony","4","Valence","English",19,"S02_4",3
"8767","irony","4","Valence","English",19,"S03_4",3
"8768","irony","4","Valence","English",19,"S04_4",3
"8769","irony","4","Valence","English",19,"S05_4",4
"8770","irony","4","Valence","English",19,"S06_4",4
"8771","irony","4","Valence","English",19,"S07_4",4
"8772","irony","4","Valence","English",19,"S08_4",3
"8773","irony","4","Valence","English",19,"S09_4",3
"8774","irony","4","Valence","English",19,"S10_4",5
"8775","irony","4","Valence","English",19,"S11_4",5
"8776","irony","4","Valence","English",19,"S12_4",3
"8777","irony","4","Valence","English",19,"S13_4",2
"8778","irony","4","Valence","English",19,"S14_4",5
"8779","literal","4","Valence","English",20,"S01_4",3
"8780","literal","4","Valence","English",20,"S02_4",2
"8781","literal","4","Valence","English",20,"S03_4",3
"8782","literal","4","Valence","English",20,"S04_4",2
"8783","literal","4","Valence","English",20,"S05_4",3
"8784","literal","4","Valence","English",20,"S06_4",1
"8785","literal","4","Valence","English",20,"S07_4",3
"8786","literal","4","Valence","English",20,"S08_4",2
"8787","literal","4","Valence","English",20,"S09_4",4
"8788","literal","4","Valence","English",20,"S10_4",3
"8789","literal","4","Valence","English",20,"S11_4",3
"8790","literal","4","Valence","English",20,"S12_4",3
"8791","literal","4","Valence","English",20,"S13_4",4
"8792","literal","4","Valence","English",20,"S14_4",5
"8793","irony","4","Valence","English",21,"S01_4",6
"8794","irony","4","Valence","English",21,"S02_4",2
"8795","irony","4","Valence","English",21,"S03_4",3
"8796","irony","4","Valence","English",21,"S04_4",3
"8797","irony","4","Valence","English",21,"S05_4",3
"8798","irony","4","Valence","English",21,"S06_4",1
"8799","irony","4","Valence","English",21,"S07_4",2
"8800","irony","4","Valence","English",21,"S08_4",3
"8801","irony","4","Valence","English",21,"S09_4",4
"8802","irony","4","Valence","English",21,"S10_4",4
"8803","irony","4","Valence","English",21,"S11_4",6
"8804","irony","4","Valence","English",21,"S12_4",3
"8805","irony","4","Valence","English",21,"S13_4",3
"8806","irony","4","Valence","English",21,"S14_4",5
"8807","literal","4","Valence","English",22,"S01_4",5
"8808","literal","4","Valence","English",22,"S02_4",3
"8809","literal","4","Valence","English",22,"S03_4",4
"8810","literal","4","Valence","English",22,"S04_4",3
"8811","literal","4","Valence","English",22,"S05_4",4
"8812","literal","4","Valence","English",22,"S06_4",2
"8813","literal","4","Valence","English",22,"S07_4",4
"8814","literal","4","Valence","English",22,"S08_4",5
"8815","literal","4","Valence","English",22,"S09_4",4
"8816","literal","4","Valence","English",22,"S10_4",3
"8817","literal","4","Valence","English",22,"S11_4",3
"8818","literal","4","Valence","English",22,"S12_4",5
"8819","literal","4","Valence","English",22,"S13_4",5
"8820","literal","4","Valence","English",22,"S14_4",6
"8821","irony","4","Valence","English",23,"S01_4",5
"8822","irony","4","Valence","English",23,"S02_4",1
"8823","irony","4","Valence","English",23,"S03_4",3
"8824","irony","4","Valence","English",23,"S04_4",3
"8825","irony","4","Valence","English",23,"S05_4",4
"8826","irony","4","Valence","English",23,"S06_4",1
"8827","irony","4","Valence","English",23,"S07_4",4
"8828","irony","4","Valence","English",23,"S08_4",4
"8829","irony","4","Valence","English",23,"S09_4",1
"8830","irony","4","Valence","English",23,"S10_4",1
"8831","irony","4","Valence","English",23,"S11_4",5
"8832","irony","4","Valence","English",23,"S12_4",3
"8833","irony","4","Valence","English",23,"S13_4",1
"8834","irony","4","Valence","English",23,"S14_4",4
"8835","literal","4","Valence","English",24,"S01_4",7
"8836","literal","4","Valence","English",24,"S02_4",3
"8837","literal","4","Valence","English",24,"S03_4",5
"8838","literal","4","Valence","English",24,"S04_4",4
"8839","literal","4","Valence","English",24,"S05_4",4
"8840","literal","4","Valence","English",24,"S06_4",1
"8841","literal","4","Valence","English",24,"S07_4",4
"8842","literal","4","Valence","English",24,"S08_4",5
"8843","literal","4","Valence","English",24,"S09_4",2
"8844","literal","4","Valence","English",24,"S10_4",5
"8845","literal","4","Valence","English",24,"S11_4",5
"8846","literal","4","Valence","English",24,"S12_4",5
"8847","literal","4","Valence","English",24,"S13_4",4
"8848","literal","4","Valence","English",24,"S14_4",3
"8849","irony","4","Valence","English",25,"S01_4",5
"8850","irony","4","Valence","English",25,"S02_4",4
"8851","irony","4","Valence","English",25,"S03_4",3
"8852","irony","4","Valence","English",25,"S04_4",4
"8853","irony","4","Valence","English",25,"S05_4",4
"8854","irony","4","Valence","English",25,"S06_4",1
"8855","irony","4","Valence","English",25,"S07_4",3
"8856","irony","4","Valence","English",25,"S08_4",2
"8857","irony","4","Valence","English",25,"S09_4",4
"8858","irony","4","Valence","English",25,"S10_4",5
"8859","irony","4","Valence","English",25,"S11_4",5
"8860","irony","4","Valence","English",25,"S12_4",6
"8861","irony","4","Valence","English",25,"S13_4",6
"8862","irony","4","Valence","English",25,"S14_4",5
"8863","literal","4","Valence","English",26,"S01_4",7
"8864","literal","4","Valence","English",26,"S02_4",3
"8865","literal","4","Valence","English",26,"S03_4",2
"8866","literal","4","Valence","English",26,"S04_4",6
"8867","literal","4","Valence","English",26,"S05_4",5
"8868","literal","4","Valence","English",26,"S06_4",1
"8869","literal","4","Valence","English",26,"S07_4",6
"8870","literal","4","Valence","English",26,"S08_4",6
"8871","literal","4","Valence","English",26,"S09_4",6
"8872","literal","4","Valence","English",26,"S10_4",6
"8873","literal","4","Valence","English",26,"S11_4",7
"8874","literal","4","Valence","English",26,"S12_4",5
"8875","literal","4","Valence","English",26,"S13_4",2
"8876","literal","4","Valence","English",26,"S14_4",7
"8877","irony","4","Valence","English",27,"S01_4",6
"8878","irony","4","Valence","English",27,"S02_4",2
"8879","irony","4","Valence","English",27,"S03_4",3
"8880","irony","4","Valence","English",27,"S04_4",3
"8881","irony","4","Valence","English",27,"S05_4",3
"8882","irony","4","Valence","English",27,"S06_4",1
"8883","irony","4","Valence","English",27,"S07_4",2
"8884","irony","4","Valence","English",27,"S08_4",3
"8885","irony","4","Valence","English",27,"S09_4",2
"8886","irony","4","Valence","English",27,"S10_4",5
"8887","irony","4","Valence","English",27,"S11_4",6
"8888","irony","4","Valence","English",27,"S12_4",5
"8889","irony","4","Valence","English",27,"S13_4",7
"8890","irony","4","Valence","English",27,"S14_4",5
"8891","literal","4","Valence","English",28,"S01_4",3
"8892","literal","4","Valence","English",28,"S02_4",2
"8893","literal","4","Valence","English",28,"S03_4",1
"8894","literal","4","Valence","English",28,"S04_4",2
"8895","literal","4","Valence","English",28,"S05_4",2
"8896","literal","4","Valence","English",28,"S06_4",1
"8897","literal","4","Valence","English",28,"S07_4",2
"8898","literal","4","Valence","English",28,"S08_4",3
"8899","literal","4","Valence","English",28,"S09_4",2
"8900","literal","4","Valence","English",28,"S10_4",1
"8901","literal","4","Valence","English",28,"S11_4",2
"8902","literal","4","Valence","English",28,"S12_4",1
"8903","literal","4","Valence","English",28,"S13_4",1
"8904","literal","4","Valence","English",28,"S14_4",2
"8905","irony","4","Valence","English",29,"S01_4",2
"8906","irony","4","Valence","English",29,"S02_4",2
"8907","irony","4","Valence","English",29,"S03_4",4
"8908","irony","4","Valence","English",29,"S04_4",2
"8909","irony","4","Valence","English",29,"S05_4",2
"8910","irony","4","Valence","English",29,"S06_4",1
"8911","irony","4","Valence","English",29,"S07_4",3
"8912","irony","4","Valence","English",29,"S08_4",3
"8913","irony","4","Valence","English",29,"S09_4",1
"8914","irony","4","Valence","English",29,"S10_4",3
"8915","irony","4","Valence","English",29,"S11_4",1
"8916","irony","4","Valence","English",29,"S12_4",3
"8917","irony","4","Valence","English",29,"S13_4",1
"8918","irony","4","Valence","English",29,"S14_4",2
"8919","literal","4","Valence","English",30,"S01_4",5
"8920","literal","4","Valence","English",30,"S02_4",2
"8921","literal","4","Valence","English",30,"S03_4",3
"8922","literal","4","Valence","English",30,"S04_4",2
"8923","literal","4","Valence","English",30,"S05_4",5
"8924","literal","4","Valence","English",30,"S06_4",3
"8925","literal","4","Valence","English",30,"S07_4",3
"8926","literal","4","Valence","English",30,"S08_4",6
"8927","literal","4","Valence","English",30,"S09_4",4
"8928","literal","4","Valence","English",30,"S10_4",3
"8929","literal","4","Valence","English",30,"S11_4",6
"8930","literal","4","Valence","English",30,"S12_4",3
"8931","literal","4","Valence","English",30,"S13_4",3
"8932","literal","4","Valence","English",30,"S14_4",3
"8933","irony","4","Valence","English",31,"S01_4",3
"8934","irony","4","Valence","English",31,"S02_4",2
"8935","irony","4","Valence","English",31,"S03_4",3
"8936","irony","4","Valence","English",31,"S04_4",3
"8937","irony","4","Valence","English",31,"S05_4",4
"8938","irony","4","Valence","English",31,"S06_4",1
"8939","irony","4","Valence","English",31,"S07_4",4
"8940","irony","4","Valence","English",31,"S08_4",2
"8941","irony","4","Valence","English",31,"S09_4",1
"8942","irony","4","Valence","English",31,"S10_4",5
"8943","irony","4","Valence","English",31,"S11_4",5
"8944","irony","4","Valence","English",31,"S12_4",4
"8945","irony","4","Valence","English",31,"S13_4",3
"8946","irony","4","Valence","English",31,"S14_4",5
"8947","literal","4","Valence","English",32,"S01_4",5
"8948","literal","4","Valence","English",32,"S02_4",3
"8949","literal","4","Valence","English",32,"S03_4",3
"8950","literal","4","Valence","English",32,"S04_4",4
"8951","literal","4","Valence","English",32,"S05_4",4
"8952","literal","4","Valence","English",32,"S06_4",7
"8953","literal","4","Valence","English",32,"S07_4",4
